id,status,title,url,start_at,end_at,going,eventType,venue,city,address,postalCode,lat,lng,host1,host2,host3,host4,host5,topic1,topic2,topic3,topic4,topic5,description
224687379,PAST,Python Ireland December meetup,https://www.meetup.com/pythonireland/events/224687379,2015-12-09T18:30Z,2015-12-09T18:30Z,93,PHYSICAL,"KE-2-008, DIT",Dublin 2,Kevin Street,,53.337437,-6.266073,Vicky Twomey-Lee,,,,,,,,,,"""It's The Most Wonderful Time Of The Year!""

http://photos1.meetupstatic.com/photos/event/2/3/9/5/600_444549109.jpeg

Thanks to DIT (http://www.dit.ie/) for hosting our December meetup.

Talk: Python Development Using Nix By Michael Twomey
-------------------------------------------

""Virtualenv for all your non-python stuff""

NixOS and the Nix package manager bill themselves as having a ""purely functional"" approach to managing your OS and packages. While this sounds fancy what this boils down to is the ability to create environments for your projects which have everything they need, with exact versions in that single environment (even down to your libc).

This talk will describe Nix (and a little about its bigger sibling, NixOS), and then go on to show you how to use Nix to make your development life a little easier.

Want to experiment with a new version of a major dependency but you don't want to break your system version? Easy, create a Nix environment with just that version updated.

Want to fix an issue on that old project which depended on an older version of a library? No problem, its Nix environment will have exactly what it needs, independent of everything else on your system.

Bonus: it works the same on Mac and Linux, so don't need to faff around with VMs and Docker to hack on stuff.

ABOUT Michael Twomey (https://twitter.com/micktwomey)
-----------------------------
Engineer, cat herder and occasional Coding Grace mentor.

Talk 2: A Matplotlib User Guide, Part I by Anthony Munnelly
--------------------------------------------
The sheer size of the Matplotlib documentation can make it very tricky to navigate. I've had to navigate it, and now I'd like to come back and show the path to others. I hope to look at line, scatter, bar and boxplots, as well as figure and axes objects. I'm saving histograms and dates for later, I think.

ABOUT Anthony Munnelly (https://ie.linkedin.com/in/anthonymunnelly)
------------------------------
Former journalist, current bookmaker, now trying to some halting steps into Data Science. Currently studying for the Udacity Nanodegree in Data Science.

Post-Talk venue
============
Against the Grain (Upstairs) from 8PM.

If you cannot make it to the talks, we will see you at the pub. :-)

If you are interested in presenting in upcoming 2016 meetups, please submit your talk details to python.ie/meetups (https://python.ie/meetups/).

Enquires? Email contact@python.ie"
227158384,PAST,The Night before Quizmas,https://www.meetup.com/pythonireland/events/227158384,2015-12-10T19:00Z,2015-12-10T21:00Z,1,PHYSICAL,Workday,Dublin 7,"Kings Building, May Lane (off Church Street)",,53.34803,-6.27572,Vicky Twomey-Lee,,,,,,,,,,"Twas the night before Quizmas, when all through the house,
Just a coder was stirring with a click of a mouse,
Tapping away on some code with great care,
Cleaning the bugs from their precious software.
As the rest of the world was asleep and a' restin,
The coder hit save and awaited the questions...

Come join the Irish tech community for an evening of fun-filled laughter for a special Techie Table Quiz, thanks to our hosts Workday (http://www.workday.com/). There will be prizes, thanks to Clavis Insight (http://clavisinsight.com/).

Some snacks and drinks provided

Starts at 7pm and we are leaving at 9pm to a pub TBC.

Please RSVP via https://ti.to/irishgeeks/the-night-before-quizmas

http://images.workday.com/shared/wd-logo.gif

http://photos2.meetupstatic.com/photos/event/2/b/3/f/600_444731071.jpeg

From your friendly organisers (groups in alphabetical order):

Clojure Ireland (http://www.meetup.com/Clojure-Ireland/) (Daniel Kersten)
Coding Grace (http://codinggrace.com/)
Elm User Group Dublin (http://www.meetup.com/Elm-User-Group-Dublin/) (Michael Twomey)
DublinJS (http://www.meetup.com/DublinJS/) (Cormac McGuire)
Dublin Scala Users Group (http://www.meetup.com/Dublin-Scala-users-group/) (Gregor Heine)
Functional Kats (http://www.meetup.com/FunctionalKats/) (Andrea Magnorsky)
GameCraft (https://www.gamecraft.it/)
Haskell Dublin (http://www.meetup.com/Haskell-Dublin-Meetup/)
PyLadies Dublin (http://dublin.pyladies.com/)
Python Ireland (https://python.ie/) (Diarmuid Bourke, Vicky Twomey-Lee)
Ruby Ireland (http://www.rubyireland.com/)(Declan McGrath)
Women Who Code Dublin (https://www.womenwhocode.com/wwcode-dublin) (Laura Uzcátegui)

FAQ

Q. What are the sizes of teams?
Five per table.

Q. Do I have to be in a team?
You don't have to, you can join up on the night with folks who don't have a full table.

Q. I've a question, who do I contact?
You can contact the main organisers of Functional Kats, Python Ireland and Ruby Ireland via their meetup group."
225708711,PAST,Python Ireland Jan Meetup @ SIG,https://www.meetup.com/pythonireland/events/225708711,2016-01-13T18:30Z,2016-01-13T21:00Z,100,PHYSICAL,Susquehanna International Group (SIG),Dublin,"Dublin International Centre, Memorial Road, IFSC",,53.349804,-6.26031,Vicky Twomey-Lee,,,,,,,,,,"Thanks to SIG for hosting and sponsoring.

http://photos4.meetupstatic.com/photos/event/c/3/e/2/600_444110146.jpeg

Happy new year to everyone! Here's to our first Python Ireland meetup in 2016.

PLEASE NOTE: RSVPs will be re-open 1 week before meetup; we will remind everyone, so don't worry. :-)

Talk 1: Faster Data Science in Python by Ivan Smirnov (https://twitter.com/aldanor) (45m)
--------------------------------------------------------------
We'll look at the common performance problems when doing typical data science tasks and the ways to fix them with better tools or smarter algorithms.

Target audience: this talk would be most suitable for those familiar with the Python scientific stack (numpy, scipy, pandas, h5py, scikit-learn), at least on the surface level.

About Ivan Smirnov
""I’m a quant and a programmer interested in scientific computing, data science, web technologies and finance.

I currently work as a quantitative researcher for Susquehanna International Group, where I use Python on daily basis to analyze high-frequency financial data. Aside from that I do some open source development and I spend a good portion of my free time hacking on various side projects, mostly in Python and Rust as of recent.
I’m originally from Moscow, Russia and I got my undergrad in Applied Math & Computer Science from Moscow State University. Later on I joined the graduate program in University of Alberta, Canada where I got my PhD in Mathematical Finance.""

Talk 2 - Python virtual enviroments on Windows 7 x64 by Mladen Uzelac (http://linkedin.com/mladenuzelac) (25m)
----------------------------------------------------------------------
Talk is about configuration and usage of virtual environment on windows. Using in popular IDEs (Eclipse and PyCharm) is explained. And notes about current state and recommendation of using it.

About Mladen Uzelac
IT professional with Masters degree interested in Open Source. I have programming experience in various languages (Java, Python, ...) and lately I am interested in Linux, Docker and PostgreSQL.

============================================

Post-talk Venue
------------------
Harbourmaster, IFSC: https://goo.gl/maps/1w5939XM8RQ2

============================================

If you are interested in presenting in upcoming meetups, please submit your talk details to http://bit.ly/pyie-cfp .

Enquires? Email contact@python.ie

============================================

ABOUT SIG

SIG is a technology-driven, global quantitative trading firm based in the IFSC Dublin. We commit our own capital to trade equities, options, futures, ETFs, bonds, and other financial products, on all European securities exchanges as well as most major exchanges internationally.

We are a place where smart, analytical, like-minded people come together to leverage rational thought in the markets.

URL: http://www.sig.com (http://www.sig.com/)"
226191290,PAST,Python Ireland Feb meetup @ Dogpatch Labs,https://www.meetup.com/pythonireland/events/226191290,2016-02-10T18:30Z,2016-02-10T18:30Z,147,PHYSICAL,The Vaults - Dogpatch Labs,Dublin,CHQ Building. Custom House Quay,,53.348179,-6.250622,Vicky Twomey-Lee,Marissa,,,,,,,,,"Talk 1: Refactoring Python code to make it more testable by Colm Harrington (https://ie.linkedin.com/in/colm-harrington-249b463) (35 mins)

------------------------------------------------------------------
This main objective of this talk is about applying the principles defined by Robert Martin as regards 'Clean Architecture' ( http://blog.8thlight.com/uncle-bob/2012/08/13/the-clean-architecture.html ) and ported to the python ecosystem by Brandon Routh. I had a 'breakthrough' moment while carrying out some refactoring work recently by applying the principles outlined in the link above. This allowed me to refactor and write unit-tests 'easily' with the added benefit of making future refactoring efforts easier and safer in the future. It will consist of a few examples of how & why I refactored some existing python code to make it more testable by extracting the core business rules and placing them in 'pure' functions i.e. no side effects. Any IO i.e. DB or API calls are placed at the top of the call stack so that they can be easily replaced.

About Colm Harrington
I am an Automation Architect with VCE/EMC based in Cork with responsibilities for both front end (via Selenium) and API testing. I have worked in the software industry, for various companies including Microsoft, Realex Payments and Sage Ireland, for over 11 years. I have presented at a number of conferences around Europe on various topics around software automation My real passion is simplifying the test process of complex applications and integrating the test process seamlessly into the SDLC.

Talk 2: Ladyball: The Story of a Hashtag by Anthony Munnelly (https://ie.linkedin.com/in/anthonymunnelly) (30 Mins)
----------------------------------------------------------------------
Lidl Ireland and the Ladies' Gaelic Football Association decided to do some guerrilla marketing to announce Lidl's sponsorship of the sport. It got people talking, but a lot of people just didn't think it was funny. So what I hope to do is to mine Twitter data that featured the #ladyball hashtag and see what we can conclude from it. Tweepy is the module I'll use to do this.

So the presentation will be
1. Intro to Tweepy
2. Using Tweepy to mine tweet data
3. Cleaning up that data for analysis
4. Searching for patterns in the data

All with a view to answering the question: is there really no such thing as bad publicity?

About Anthony Munnelly
I'm a former journalist now working in PR for an online bookmaker. I got into Python and Data Analysis around 2011, 2012 and I can't get enough of it. Fascinated by the sheer amount of information out there.

=============================================

SCHEDULE

18.15 - 19.00 Registration( Dogpatch Labs Reception)
18.30 - 18.50 Talks will be in ""Events Room""
18.50 - 19.00 Introduction & Announcements
19:00 - 19:10 Scurri intro
19.10 - 19.50 First Talk
19.50 - 20.20 Pizzas & Drink in ""Breakout Room""
20.20 - 21.00 Second Talk
21.00 - 21.00 EVENT ENDS - All head to Brewdock (http://www.galwaybaybrewery.com/brewdock/) for a pint

=============================================

CALL FOR PROPOSAL for upcoming meetups, please submit your talk details to http://bit.ly/pyie-cfp .

=============================================

http://photos2.meetupstatic.com/photos/event/8/c/c/e/600_446676046.jpeg

Food and Beverages kindly sponsored by Scurri.

At Scurri, you will work with a team of highly driven and friendly peers who strive to make a big difference.

We are rapidly growing software company that wants to enable every online retailer offer an Amazon-like experience to their customers, when it comes to shipping. We do this by providing a delivery management solution to our customers. We have ambitious goals and an exceptional team.

We are always looking for Talented people to join our Team.

https://www.scurri.co.uk/careers/

=============================================

http://photos2.meetupstatic.com/photos/event/8/0/3/b/600_435392827.jpeg

Thanks to Dogpatch Labs for hosting

ABOUT: Dogpatch Labs is a pay to play co-working space for scaling technology startups. It is located in the heart of the Dublin Docklands in the iconic CHQ Building.

URL:

http://dogpatchlabs.com (http://dogpatchlabs.com/)

=============================================

FAQ

Q. Where is Dogpatch Labs?
Inside CHQ on the right as you enter, George's Dock LUAS stop is right outside.

Map: https://goo.gl/maps/6VHELgZJuxF2

Q. When are RSVPs open?
RSVPs will be open 1 week before meetup; we will remind everyone

Registration on the night
Show your RSVP via our phone/printout at the door during registration.

We have a high number of RSVPs and numbers on the waiting list, if you wish to attend, please RSVP.

Code of Conduct
Python Ireland is a diverse community who maintains a reputation as a friendly, welcoming, inspiring and dynamic group. We’d like to keep it that way, which is why we ask all attendees, organizers and sponsors to followCode of Conduct (https://python.ie/code-conduct/).

Enquiries
Email contact@python.ie"
226723129,PAST,Python Ireland meetup,https://www.meetup.com/pythonireland/events/226723129,2016-02-10T18:30Z,2016-02-10T18:30Z,1,PHYSICAL,The Vaults - Dogpatch Labs,Dublin,CHQ Building. Custom House Quay,,53.348179,-6.250622,Vicky Twomey-Lee,,,,,,,,,,"** PLEASE NOTE: RSVPs will be open 1 week before meetup; we will remind everyone, so don't worry. :-)

Talk 1: Refactoring Python code to make it more testable by Colm Harrington (https://ie.linkedin.com/in/colm-harrington-249b463) (25 mins)
This main objective of this talk is about applying the principles defined by Robert Martin as regards 'Clean Architecture' ( http://blog.8thlight.com/uncle-bob/2012/08/13/the-clean-architecture.html ) and ported to the python ecosystem by Brandon Routh. I had a 'breakthrough' moment while carrying out some refactoring work recently by applying the principles outlined in the link above. This allowed me to refactor and write unit-tests 'easily' with the added benefit of making future refactoring efforts easier and safer in the future. It will consist of a few examples of how & why I refactored some existing python code to make it more testable by extracting the core business rules and placing them in 'pure' functions i.e. no side effects. Any IO i.e. DB or API calls are placed at the top of the call stack so that they can be easily replaced.

About Colm Harrington
I am a SDET/Automation test engineer with Realex Payments based in Dublin with responsibilities for both front end (via Selenium) and API testing. I have worked in the software industry, for various companies including Microsoft and Sage Ireland, for over 11 years.

I have presented at a number of conferences around Europe on various topics around software automation

My real passion is simplifying the test process of complex applications and integrating the test process seamlessly into the SDLC.

Talk 2: TBC

--------------------------------------------------------------------

If you are interested in presenting in Feb's meetup (or upcoming meetups), please submit your talk details to http://bit.ly/pyie-cfp ."
228129881,PAST,Python Ireland meetup,https://www.meetup.com/pythonireland/events/228129881,2016-03-09T18:30Z,2016-03-09T18:30Z,1,PHYSICAL,,,,,,,Vicky Twomey-Lee,,,,,,,,,,We will be having a meetup in Feb. Details to follow.
226584460,PAST,Python Ireland meetup & AGM,https://www.meetup.com/pythonireland/events/226584460,2016-03-09T19:00Z,2016-03-09T19:00Z,50,PHYSICAL,Against The Grain,Dublin,Wexford street,,53.337151,-6.26567,Vicky Twomey-Lee,,,,,,,,,,"AGM

We will be holding our AGM upstairs in Against the Grain on Wexford St at 7pm sharp.

Finger food will be provided on the night. All are welcome to attend.

- Directors report

- Financial report

- Proposals

- Election of members

- Election of directors

- Election of chairperson

- Appointment of secretary and treasurer

- Election of PyCon committee

- Election of Meetups committee

Note: We are no longer accepting nominations for election. Only current company members are eligible to vote."
226584461,PAST,Python Ireland meetup,https://www.meetup.com/pythonireland/events/226584461,2016-04-13T18:30+01:00,2016-04-13T18:30+01:00,111,PHYSICAL,The Vaults - Dogpatch Labs,Dublin,CHQ Building. Custom House Quay,,53.348179,-6.250622,Vicky Twomey-Lee,,,,,,,,,,"Talk 1: How to contribute to the Python.ie website by Diarmuid Bourke (30mins)

Did you know python.ie is open source? View on github (https://github.com/PythonIreland/website)

In this talk I will be discussing the various reasons for getting involved with the development of the website, how beginners and seasoned developers can contribute to the codebase, design and content of the site.

I will cover the various platforms and technologies that it's built upon and the list of ideas we have for new features and improvements.

About Diarmuid Bourke

Diarmuid has been involved with Python Ireland since 2010, having served as chairperson for several years until recently. Diarmuid now focuses on organising the monthly events and the Python Ireland website.

============================================

Talk 2: Building data pipelines with Luigi by Nicolas Laurance (40mins)

""The purpose of Luigi is to address all the plumbing typically associated with long-running batch processes. You want to chain many tasks, automate them, and failures will happen. These tasks can be anything, but are typically long running things like Hadoop (http://hadoop.apache.org/) jobs, dumping data to/from databases, running machine learning algorithms, or anything else.""

I will show the principle of building a data pipeline with luigi, and share my recent experience with this tool. Hopefully attendance will have an overview to decide whether this tool can be helpful for their day to day batch treatments.

============================================

Food and Beverages kindly sponsored by Scurri.

At Scurri, you will work with a team of highly driven and friendly peers who strive to make a big difference.

We are rapidly growing software company that wants to enable every online retailer offer an Amazon-like experience to their customers, when it comes to shipping. We do this by providing a delivery management solution to our customers. We have ambitious goals and an exceptional team.

We are always looking for Talented people to join our Team.

https://www.scurri.co.uk/careers/

http://photos2.meetupstatic.com/photos/event/8/c/c/e/600_446676046.jpeg

Call for Proposals

If you would like to present a talk at a future meetup, please submit your talk proposal at http://python.ie/meetups"
226584462,PAST,Python Ireland May meetup,https://www.meetup.com/pythonireland/events/226584462,2016-05-11T18:30+01:00,2016-05-11T18:30+01:00,109,PHYSICAL,The Vaults - Dogpatch Labs,Dublin,CHQ Building. Custom House Quay,,53.348179,-6.250622,Vicky Twomey-Lee,Diarmuid Bourke,,,,,,,,,"=============================================

Talk 1: Applications Of OpenStack Swift by Vitalii Boiko (https://www.linkedin.com/in/imgrey)

------------------------------------------------------------------

I would like to show how to upload and store very big files to Swift, which sets you free of private clouds. I will describe how Swift works, its limitations and advantages, why it is better than FTP, who is using it. Also I will share some best practices that I have learned: code samples that use python-swiftclient,

------------------------------------------------------------------

Talk 2:

Flask-Restless: REST Api's made easy by Michael Shaw

An introduction to flask restless a library for making feature rest api's with minimal effort.

=============================================

CALL FOR PROPOSAL for upcoming meetups, please submit your talk details to https://python.ie/meetups (https://python.ie/meetups/).

=============================================

Food and Drink kindly sponsored by Pivotal

http://photos4.meetupstatic.com/photos/event/d/e/0/7/600_449876839.jpeg

Companies with the Silicon Valley state of mind are pushing the boundaries of human behavior and how business gets done. They’re nimble, software-driven, and competitive. Many are market leaders. But there’s no monopoly on good ideas. Traditional businesses have been successful for a reason. They have experience on their side. Yet they’re eager to embrace the digital future. That’s where Pivotal excels.

How We Do It

We enable the leading companies in the world to transform with a modern approach focused on building—not buying—software. We overcome challenges associated with lengthy enterprise IT cycles by accelerating application delivery. We develop better products, together, using a proven methodology and the most powerful continuous innovation platform. Our cloud native platform is optimized for change so enterprises can move at start-up speeds and with greater business agility. Our methodology is about evolving, in both development and innovation, and our culture is empowering. Our team uses agile and lean approaches to teach next-generation developers to create and build new solutions.

Website: http://pivotal.io

Twitter: @pivotal

Facebook: @pivotallabs

=============================================

FAQ

Q. When are RSVPs open?
RSVPs will be open 1 week before meetup; we will remind everyone

Registration on the night
We will be checking people in at registration on the night. Please have your meetup.com username to hand so we can confirm your attendance.

We have a high demand for these meetups, so please un-rsvp if you cannot attend to allow others a chance to go. We will be taking attendance on the night and those without an RSVP won't be allowed in to the venue for safety reasons.

Code of Conduct
Python Ireland is a diverse community who maintains a reputation as a friendly, welcoming, inspiring and dynamic group. We’d like to keep it that way, which is why we ask all attendees, organizers and sponsors to follow Code of Conduct (https://python.ie/code-conduct/).

Enquiries
Email contact@python.ie"
226567515,PAST,Python Ireland June meetup,https://www.meetup.com/pythonireland/events/226567515,2016-06-08T18:30+01:00,2016-06-08T18:30+01:00,155,PHYSICAL,Workday,Dublin 7,"Kings Building, May Lane (off Church Street)",,53.34803,-6.27572,Diarmuid Bourke,,,,,,,,,,"Thanks to Workday for sponsoring the event.

Workday is a leading provider of enterprise cloud applications for finance and human resources. Founded in 2005, Workday delivers financial management, human capital management, and analytics applications designed for the world's largest companies, educational institutions, and government agencies. Hundreds of organizations, ranging from medium-sized businesses to Fortune 50 enterprises, have selected Workday!

http://www.workday.com/careers/dublin.php

https://www.facebook.com/workday/

https://twitter.com/Workday

==================================================

Talk 1: Introduction to Docker for the Python Developer by Pat Claffey

Description:

The presentation introduces Docker for the Python developer. It covers installing docker and the main docker engine commands and concepts that the Python developer needs to start using Docker. The case study for the presentation is the installation and setup of Python Django under Docker and migration to AWS.

Talk 2: Plotly for Python by Kevin O'Brien

Description: Plotly is the state of the art in data viz, dashboards, and collaborative analysis, that can be used to make carts and dashboards.Plotly's graphing libraries makes interactive, publication-quality graphs online, with libraries for Python, R, MATLAB, Perl, Julia, Arduino, and REST.

Talk 3: CPython Literacy by Oguz Albayrak

Description: CPython is the default, most widely used implementation of the Python programming language. Being able to understand parts of it is quiet nice since knowing the implementation details of the language will let the programmer understand why things happen. This presentation will cover the topics

- What is a stack machine

- Playing around dis module to see instructions at work

- The python stack machine implementation

- Which directory/files inside CPython project implements which parts"
226567514,PAST,Python Ireland July meetup,https://www.meetup.com/pythonireland/events/226567514,2016-07-13T18:30+01:00,2016-07-13T18:30+01:00,74,PHYSICAL,The Vaults - Dogpatch Labs,Dublin,CHQ Building. Custom House Quay,,53.348179,-6.250622,Marissa,Diarmuid Bourke,Kevin O'Brien,,,,,,,,"Talk 1: Cython for high performance computing by Niall Moran

Python is not the traditional choice for high performance computing applications. Its flexibility makes it extremely slow for certain operations. In this talk I will demonstrate how cython can be used to get dramatic speed ups with minimal effort.

Talk 2: Event Driven Programming with Twisted (and beyond) by Owen Thornton

At BetBright we’ve built our betting platform, sportsbook and casino, using Python and a heavy reliance on the Twisted framework.

This presentation covers our experiences of using Twisted to meet the challenges of high volume data and spikey customer behaviour. We’ll talk about what has worked well and what hasn’t.

We’ll finish by describing how we plan to change our technology stack to keep the best of what works and move beyond what doesn’t.

http://photos3.meetupstatic.com/photos/event/9/1/a/a/600_451837290.jpeg

Thanks to BetBright for sponsoring food and drinks.

https://www.betbright.com/

BetBright is a digital entertainment company. Through innovation we aspire to give our customers the most compelling and entertaining gaming experience possible. We are bringing the very best in e-Commerce practices to the gaming sector.

We have developed our own gaming platform and are continually improving it. This allows us to be innovative and extremely agile. Our goal is to disrupt, through innovation, the current status quo and become the leading digital entertainment company in Western Europe.

http://photos2.meetupstatic.com/photos/event/8/0/3/b/600_435392827.jpeg

Thanks to DogPatch for providing the venue.

http://dogpatchlabs.com/"
231358844,PAST,Python Ireland August meetup,https://www.meetup.com/pythonireland/events/231358844,2016-08-10T18:30+01:00,2016-08-10T18:30+01:00,89,PHYSICAL,Against The Grain,Dublin,Wexford street,,53.337151,-6.26567,Vicky Twomey-Lee,,,,,,,,,,"We will be having a Pub Meetup in August.

Food will be provided by the Meetup Group."
232610153,PAST,Python Ireland Limerick Event,https://www.meetup.com/pythonireland/events/232610153,2016-08-27T13:00+01:00,2016-08-27T13:00+01:00,35,PHYSICAL,Castletroy Park Hotel,Limerick,Castletroy,,52.673977,-8.554262,Kevin O'Brien,,,,,,,,,,"Python Ireland will be running a Beginner's Python Workshop at the Castletroy Court Hotel.

Agenda (Provisional)

Each Session will be preceded by a 5-10 minute general Python talk. If you would like to give a talk on any python related topic, please get in contact.

The Workshop will approximately broken up as follows

1) Introduction to Python (1 Session )

Quick introduction to Python basics: Syntax, Data types, for loops , If-Else statements, boolean operators

2) Managing your data with Pandas ( 2 sessions )

3) Numerical Computing with NumPy (1 Session )

There will be a break between each session for mingling and networking.

There is no charge for this event. Please RSVP to give us an idea of numbers.

Please bring a fully-charged laptop. There should be plenty of plugs there, but don't count on getting your own one for the whole day.

There will be WIFI Access at the venue.

Preparation

Please download the Continuum Analytics distribution of Python 3 : https://www.continuum.io/downloads"
232593331,PAST,Python Ireland September meetup,https://www.meetup.com/pythonireland/events/232593331,2016-09-14T18:30+01:00,2016-09-14T18:30+01:00,66,PHYSICAL,The Vaults - Dogpatch Labs,Dublin,CHQ Building. Custom House Quay,,53.348179,-6.250622,Marissa,David Markey,Diarmuid Bourke,Kevin O'Brien,,,,,,,"Introduction to Sphinx & Read the Docs

By: Eric Holscher

Description: This talk will have four parts:

* Why Write Documentation

* Semantic Markup

* Sphinx

* Read the Docs

The beginning of this talk will cover why you should write documentation. Every talk to developers about documentation I feel needs this part, because when you talk about docs people are inherently skeptical. Once people get on board that docs are important, you can cover more interesting concepts.

Then we will walk through the concepts around semantic documentation writing. Similar to Semantic HTML, this allows you to mark up your documentation with metadata that gives you a lot more power and flexibility around the display and authoring of documentation.

Then we’ll have a basic introduction to Sphinx. This will talk about the power that Sphinx gives you to write documentation, and examples of how to use it. We will also cover the semantic power of Sphinx, playing on the previous section to understand it in practice.

Then at last we’ll cover how to host your documentation on Read the Docs. This will make your documentation beautiful with a custom theme, and allow you to host multiple versions and formats of your docs.

Kindly sponsored by Rapid Ratings

http://photos1.meetupstatic.com/photos/event/a/1/c/7/600_454121415.jpeg

Rapid Ratings is the creator of the proprietary FHR® (Financial Health Rating), the industry’s leading assessment of public and private company financial health.

Our disruptive methodology, scalable solutions, and unparalleled support enables businesses to effectively manage and price risks associated with the financial health of third-parties including customers, trading counterparties, suppliers, vendors, and investments.

Hundreds of leading organizations across industry verticals rely on the FHR's® data visualization and detailed reporting tools to provide visibility and early warning of financial deterioration. Rapid Ratings is the only company to rate public and private companies, globally and with the same depth of analysis.

Rapid Ratings is a Fintech disruptor that has developed methodologies to rate any company against millions of data observations to produce real time and predictive ratings which industries are standardizing on for their risk analysis.

Call for Proposals

If you would like to present a talk at a future meetup, please submit your talk proposal at http://python.ie/meetups"
232863368,PAST,Python Ireland meetup,https://www.meetup.com/pythonireland/events/232863368,2016-10-12T18:30+01:00,2016-10-12T18:30+01:00,100,PHYSICAL,Indeed Ireland Operations Limited,Dublin,"124-127 St Stephen's Green, Dublin 2",,53.339401,-6.26142,Marissa,David Markey,Diarmuid Bourke,Kevin O'Brien,,,,,,,"https://a248.e.akamai.net/secure.meetupstatic.com/photos/event/9/4/9/e/600_454778046.jpeg

Indeed is a search engine for jobs available in more than 60 countries and 28 languages. More than 180 million people each month search for jobs, post resumes, and research companies on Indeed, and Indeed is the #1 source of external hires for thousands of companies. Read more about how indeed works here:

http://engineering.indeedblog.com/blog/

Talk 1: Learn how Indeed uses python to help people find jobs.

====================================================

Speaker: Chad Heyne

Intro: Learn how Indeed uses python to help people find jobs.
Description:The talk focuses on Ishbook, a third party take on jupyter notebook, the technology behind it and how it serves the company - data analysts and regular data consumers."
233207623,PAST,Python Ireland meetup,https://www.meetup.com/pythonireland/events/233207623,2016-10-12T18:30+01:00,2016-10-12T18:30+01:00,4,PHYSICAL,,,,,,,Marissa,Diarmuid Bourke,David Markey,Kevin O'Brien,,,,,,,TBA
234864209,PAST,WP Engine Meet and Greet!,https://www.meetup.com/pythonireland/events/234864209,2016-10-27T17:30+01:00,2016-10-27T17:30+01:00,1,PHYSICAL,The Stags Head,Dublin 2,1 Dame Court,,53.343128,-6.263698,,,,,,,,,,,"WP Engine! Not sure if you’ve heard of us but we’re an Austin Texas based, managed WordPress hosting company that recently opened a new office in Ireland (Limerick).

We’re really excited about having an office in such an amazing country and we’re very interested in connecting with top technologist in the area and the surrounding areas. Even if you are not exploring new opportunities it would be great to connect!

We would love to meet you at our event in Dublin. As WP Engine expands into Ireland, we are looking to get involved in the tech community! Feel free to stop by for a drink on us, we also are giving out some awesome door prizes!

RSVP: https://www.eventbrite.com/e/wp-engine-dublin-meet-greet-tickets-28431067087

Hope to see you there!"
233086154,PAST,Advanced Python Workshop with Python Academy (Special Event),https://www.meetup.com/pythonireland/events/233086154,2016-11-04T09:00Z,2016-11-04T09:00Z,55,PHYSICAL,Trinity City Hotel,Dublin 2,Pearse Street,,53.343632,-6.24958,Kevin O'Brien,,,,,,,,,,"http://www.python-academy.com/courses/python_advanced_pyconie.html

https://media.licdn.com/media/p/4/005/043/0b2/323d94c.png

Want a warm-up to PyCon Ireland? We are delighted to announce an advanced Python one-day workshop run by Mike Müller of Python Academy.

Important: There is an additional cost and registration process for this event. To RSVP go to Python Academy's Website (http://www.python-academy.com/courses/python_advanced_pyconie.html)

Abstract

The workshop is for intermediate Python programmers who would like to make it onto the advanced level and learn how to take full advantage of this powerful language.

Course Content

Python offers several advanced concepts. It is possible to write useful Python programs without them. But if you want to really understand how Python works and how to write really pythonic programs, you should know about these topics:

• Comprehensions

• Iterators and generators

• Decorators

• Context managers

The workshop covers them in detail using code examples that will be immediately useful for your daily work. Carefully crafted exercises help you to experience the learnt material. You will get detailed solutions for all exercises after the training.

The Instructor

The workshop content and teaching concept is based on numerous advanced Python classes taught by Mike Müller including in-house courses and the successful courses at EuroPython 2012 and 2013, PyConPL 2012, PyCon DE 2013, PyCon IE 2013 and 2014, and PyCon in Montrèal 2014 as well as PyUnConf 2015.

Mike taught more than 260 Python classes with well over 630 training days.

Prerequisites

Bring your laptop with Python 2.7 or 3.5 installed for an intensive, hands-on workshop with real-life examples. The course will use the Jupyter Notebook. It is recommend to install it for a better course experience. You can also use your favorite (interactive) Python environment and editor.

The easiest was is to install Miniconda and then:

conda install jupyter

Course Duration

1 day, 4th November 2016

Course Location

Trinity City Hotel, Pearse Street, Dublin, Ireland

Exercises

The participants can follow all steps directly on their computers. There are exercises at the end of each unit providing ample opportunity to apply the freshly learned knowledge.

Course Material

Every participant receives comprehensive printed materials that cover the whole course content as wells as all source codes.

Costs

385 EUR per person (plus 19 % VAT if applicable)

Registration and Payment

Registration via the above link brings you to a PDF registration from. Download and fill in using Acrobat Reader or other software. Email the filled form to the given address. Please enter your VAT ID number to avoid VAT if you are an EU but not a German company. You will receive an invoice and can pay via wire transfer.

We will add registration via Eventbrite soon. This will allow payment via credit card."
235275502,PAST,PyCon Ireland Sprints,https://www.meetup.com/pythonireland/events/235275502,2016-11-07T10:00Z,2016-11-07T10:00Z,19,PHYSICAL,Radisson Blu Hotel,Dublin,"Golden Lane, Dublin 8",meetup1,53.340691,-6.26846,Diarmuid Bourke,,,,,,,,,,"Python Ireland will be running a sprint on the open source Python Ireland website, see https://github.com/PythonIreland/website for details. The Python Ireland webmasters will be available to help people wishing to contribute.

DjangoGirls will also be running a workshop, please see https://djangogirls.org/dublin/ for details.

There's a quiet sprint room available for working on your projects. Feel free to mention what you'll be working on below in the comments."
